title,author,year,url,text
Салар,Якуб Колас,1943,https://knihi.com/Jakub_Kolas/Salar.html,"Рассыпала сонца каралі,


Ірдзее ў ім пыл, нібы жар.


Шумлівыя кідае хвалі,


Прахладаю вее Салар.


 


Утульнай густою сцяною


Схіліліся дрэвы над ім.


Гамоніць Салар з цішынёю,


Не ведаю толькі, аб чым.


 


Рахманая горленка з дрэва


        Глядзіць на шырокі арык.


Вядомы ёй лепш яго спевы,


А я да іх — не, не прывык.


 


Злятаюцца птушак чароды


На ноч у зялёны гушчар.


Імклівыя жоўтыя воды


Нясе безупынку Салар.


 


Пагасла дзесь сонца далёка,


І толькі праменні ўгары


Узняты, як рукі прарока,


        І дрэвы змыкаюць шатры.


 


Над стрэльчатым верхам таполі


Займаецца бледны пажар.


Паветра гарачае з поля


Плыве на халодны Салар.


 


Сціраюцца яркія тоны,


Напоўзвае мрок патайны,


І вечар замёр задумлёны,


Бясшумна снуюць кажаны.


 


Грывастыя жоўтыя хвалі


        Не ведаюць сцішаных мар.


Маўчаць невядомыя далі,


Шуміць неўгамонны Салар.


 


 


А я пазіраю на захад.


Мне цяжка. Чаго? Не пытай!


Пад дымам вайны, як пад дахам,


Пакутуе родны мой край.


 


Сяджу я адзін, разважаю.


Як хвалі, маршчыны на лбе,


Смуткую па роднаму краю,


        Тужу, мілы друг, па табе.


 


Укрылі далёкія зоры


Нябесны бяздонны абшар.


Аб чым жа, скажы мне, гаворыш,


Узбекскі шумлівы Салар?"
Зварот,Якуб Колас,1945,https://knihi.com/Jakub_Kolas/Zvarot.html,"Ідзе паважна пераможац —


Бывалы, стрэляны салдат.


І думкі ў мірным падарожжы


Настроіў ён на мірны лад.


 


У медалях уся грудзіна.


Нашыўкі — спіскі многіх ран.


На штурмы Кюстрына, Берліна


Хадзіў наш воін-ветэран.


 


Зямель ён многа перакрочыў,


        І шмат схадзіў чужых краін,


І небяспекам, смерці ў вочы


Глядзеў не раз ён, не адзін.


 


Ідзе знаёмаю дарогай.


Гудуць, грымяць грузавікі.


Салдат глядзіць навокал строга —


Што натварылі чужакі!


 


Сляды разрухі, папялішчы,


Сады папалены, лясы,


Дзе ў голых плехах вецер свішча,


        Былой шукаючы красы.


 


А тыя хаты, што ўцалелі, —


Такі жабрачы выгляд, ох!


Крывыя сцены чэрві зʼелі,


На стрэхах густа расце мох.


Салдат у мыслях прыкідае —


Ёсць што і ёсць з чым параўнаць.


Краіна наша маладая


Краі ўсе можа перагнаць.


 


І разважае ў падарожжы


        Салдат аб іншай барацьбе.


Зямля ты наша, упрыгожым,


У сад абернем мы цябе!


 


Пацісну я руку герою,


Скажу яму, як друг, як брат:


Як многа сілы ў сабе тоіш,


Зямлі вялікай сын, салдат!"
Пасля навальніцы,Якуб Колас,1921,https://knihi.com/Jakub_Kolas/Pasla_navalnicy.html,"Навальніцы няма, навальніца сышла,


Хмары далей паціснулі ў свет,


І страхлівая цьма, дажджаная імгла


Разам з ёю пайшлі ў адзін след.


 


Хоць грыміць яшчэ гром і зямельку трасе,


Хоць  маланка жахліва гарыць,


Над раўком-капяжом ў пакатай страсе,


Як сляза, яшчэ кропля дрыжыць, —


 


Але глухне раскат, і маланка радзей


Палыхае ў гняўлівых клубках...


Заспакойся ж, мой брат, і глядзі весялей,


Бо смяецца ўжо сонца ў палях!"
Вялікаму Сталіну,Якуб Колас,1937,https://knihi.com/Jakub_Kolas/Vialikamu_Stalinu_slavim.html,"Мы славім у песнях, у думках сваіх


Таго, чыё імя на вуснах усіх,


Таго, хто правёў нас праз гром навальніц,


Хто шлях пракладае да ясных дзянніц –


Насустрач світанню і новаму дню.


І гордасць дае нам адчуць вышыню


Таго, чыёй воляй растуць гарады,


Таго, хто мяняе рэк бурных хады,


Хто сцяг перамогі нясе ў вышыні,


        Дзе новым сузорʼем гараць нашы дні.


Мы славім у песнях шырокіх дарог


Таго, чыё імя – наш сцяг перамог,


Таго, чые мыслі – арліны палёт,


Таго, хто нас кліча нямоўчна ўпярод,


Хто творчую волю гартуе, як сталь,


Хто мудрых законаў дае нам крышталь.


Няхай жа квітнее савецкая шыр!


Няхай жа красуе наш друг, правадыр!"
Вылез з дзебраў звер лютушчы...,Якуб Колас,1942,https://knihi.com/Jakub_Kolas/Vylez_z_dziebrau_zvier_lutuscy.html,"Вылез з дзебраў звер лютушчы,


Выскачыў, клыкаты.


Застагналі нашы пушчы,


Нашы нівы, хаты.


Нібы чорны пыл з-пад хмары,


Рушыліся фрыцы.


Памутнелі ў смужнай гары


Рэкі і крыніцы.


Засвяціліся нябёсы


У злавесным бляску.


Біч вайны сеў на калёсы


І пагнаў каляску.


Дзе праедзе, — там руіны,


Попел, кроў і трупы,


Небу шле зямля навіны


Дыму чорным слупам."
Дзе вы?,Якуб Колас,1909,https://knihi.com/Jakub_Kolas/Dzie_vy.html,"Быў у нас хаўрус


Крэпка звязаны,


Дружбай моцнаю


Падпяразаны.


 


Жыў ён думкамі


І надзеямі


Смела ў бой ісці


З ліхадзеямі,


 


З ноччу цёмнаю,


Беспрасветнаю,


З доляй горкаю,


Непрыветнаю,


Каб расчынен быў


Свет людскім вачам,


Каб жылося лепш,


Весялей людзям,


 


Каб ярэмы іх


Былі зломаны,—


Крэпкі быў саюз,


Дружбай скованы.


 


Песні вольныя


Разліваліся,


Горы, лес, лугі


Адклікаліся.


 


Ды завыў віхор


Па-над лозамі,


Дзьмухнуў холадам


І пагрозамі.


 


Ўсё схавалася,


Затаілася,


Да зямлі ніжэй


Нахілілася.


 


Ўсё растрос-разнёс,


Як мятлою змёў,


Не мінуў і вас


Ён, маіх сяброў.


 


Распаўзліся вы,


Пахаваліся


І ад дум сваіх


Адцураліся.


 


З таго часу я


Адзін смычуся,


І ніяк я вас


Не даклічуся!"
Нягода,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Niahoda.html,"Ахвяруецца А.Уласаву.


 


 


Мы чакалі нецярпліва


Лета, цёплых, ясных дзён,


Каб не гнулась наша ніва,


Не глушыў яе драсён.


 


Хмурна ж наша, хмурна лета,


Сцелюць хмары валакно,


Сонцам поле не сагрэта,


Дробны дождж сячэ ў акно.


 


Затоплена сенажатка –


Верх травы адно відаць,


Збожжа ў полі гіне, братка,


Няма сілы працаваць.


 


Вось Ілья ўжо недалёка,


Жаць пара, пара касіць.


Дарма ў неба глядзіць вока –


  Хмар густых ім не прабіць.


 


Перакідаем, брат, лета


І сяк-так перажывём.


Час наш будзе – вер у гэта –


З верхам працу мы збяром."
Сяргею Гар...(адзецкаму),Якуб Колас,1941,https://knihi.com/Jakub_Kolas/Siarhieju_Har_adzieckamu_stoz.html,"Ну, што ж? Да дна пʼю гора чашу, –


Нямала ўжо зазнаў я зла.


Найшла граза, і дружбу нашу


У мутнай плыні заліла.


 


Хвалюе прыкрае здарэнне:


Стаю, як быльнік, на мяжы


Ды ўсё пытаю ў недаўменні:


Чаму так сталася, скажы?


Сам гліняны, сэрца – цэгла,


Хоць ты гаўняк сабачы,


А свету з-за сябе не бачыш."
Жыве Руставелі,Якуб Колас,1937,https://knihi.com/Jakub_Kolas/Zyvie_Rustavieli.html,"Ні буры, ні віхры, ні чорныя годы


Яго не здалелі:


У сказах-былінах, у думах народа


Жыве Руставелі.


У чыстых крыніцах натхнёнага слова,


У песеннай трэлі,


Для вечнасці, спетай баянам сурова,


Жыве Руставелі.


У ясных зарніцах пяснярскага дару,


                Што ў далях ірдзелі,


У гуках дзівосных, у казачных чарах


Жыве Руставелі.


У строфах пра «Віцязя ў тыгравай шкуры»,


Якіх шчэ не мелі,


У вобразах яркіх, ярчэй ад лазуры,


Жыве Руставелі.


У светлых імкненнях, чым сэрца людское


Гарыць і гарэла,


У шуме змагання, у цішах спакою


                Жыве Руставелі.


Цудоўныя струны у Грузіі роднай


Даўно празвінелі,


Пад сонцам савецкім народам свабодным


Расцвіў Руставелі."
Народу-барацьбіту,Якуб Колас,1941,https://knihi.com/Jakub_Kolas/Narodu-baracbitu.html,"Няхай землю імгла аблягае


І звісае над ёю туман, —


Іх разгоніць вясна маладая,


Вытча новы зямлі сарафан.


 


Няхай цёмная сіла сваволіць


І злы намысел тоіць варʼят, —


Не было і не будзе ніколі,


Каб хадзіў ясны месяц назад.


 


Няхай вораг-звяруга лютуе


        І навалаю чорнай плыве, —


Ён магілу сабе сам рыхтуе


Пад асінаю ў дзікай траве.


 


  Няхай доўгія ночы находзяць


І трывожныя веюць вятры, —


Іх адолееш ты, мой народзе,


І табе зложаць гімн песняры.


 


Дык гуртуй жа магутныя сілы —


Вораг люты штурмуе наш дом.


Ты абруш на яго прах магілы,


        Разразіся над ім перуном!"
На новай зямлі,Якуб Колас,1938,https://knihi.com/Jakub_Kolas/Na_novaj_ziamli.html,"Ляжыць шырокая дарога,


Вакол прастор, і я іду,


Іду, нясу пачуццяў многа


І ясных думак чараду.


 


Уздоўж дарогі чынна з краю


Слупы стаяць у два рады,


І, нібы гуслі-самаграі,


Звіняць іх струны-правады.


 


Куды ні гляну — шыр і воля,


Дзе лес ды неба ставяць тын,


Нідзе мяжы не згледзіш болей,


І зніклі быльнік і палын.


 


Цвітуць палі ў адзенні новым,


Гадуюць новыя сады,


І нават вецер з-пад дубровы


Шуміць на новыя лады.


 


Глядзіш — узносяцца будынкі


То з той, то з гэтай стараны,


І цешаць вочы мне навінкі,


І сэрца радуюць яны.


 


Унь там, высока па-над долам,


Развесіў хвост купчасты дым,


І лічыць час калгасным сёлам


Гудок напевам маладым.


 


Па ўзгорʼю поля, па раўніне


Паўзуць сталёвыя валы.


Вядзе іх бойкая дзяўчына


Ці камсамолец удалы.


А тут, дзе ўчора багна прэла,


Гнілі век-векам балаты,


Збажынка сёння зарунела


І спее колас залаты.


 


На тых жа багнах, дзікіх, сумных,


Разлёгся ўшыр тарфяны шчыт.


На ім стаяць, бы тыя гумны,


Грамады чорных пірамід.


 


Ідуць калгасныя падводы,


Дабро вязуць грузавікі, —


І дзед стары, сівабароды


Падацца хоча ў юнакі.


 


Шумяць па-новаму дубровы —


На край свой люба мне зірнуць.


Цябе, зямля ў адзенні новым,


Хацеў бы к сэрцу прыгарнуць!


 


Сышлі навекі з доляй злою


Галеча, сціск, зямлі палон,


Бо сцяг над новаю зямлёю


Трымае сталінскі закон."
У турме,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/U_turmie.html,"Сонца ўстане, сонца зойдзе,


Дзень заменіць ночкі цьма,


А над намі чорнай хмарай


Вісне цесная турма.


 


Птушкі вылецяць на зіму,


Птушкі зноў ляцяць сюды,


Мы ж марнуемся ў астрозе,


Трацім лепшыя гады.


 


Дні мінаюць, дні праходзяць,


Летам зменіцца зіма,


А мы сохнем і марнеем,


Нам тут радасці няма."
Сціхнуў шум на калідоры...,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Scichnuu_sum_na_kalidory.html,"Сціхнуў шум на калідоры,


Не чутно гаворкі,


На замок запёрты крэпка


Цесныя каморкі.


 


Не звіняць жалезным звонам


Цяжкія кайданы...


Злосна, дзіка пазірае


Гэты дом паганы!


 


Шчыльна целам чалавечым


Паўкрываны нары,


Ціснуць грудзі арыштантам,


Томяць, бедных, мары.


 


Сон трывожны ў спёртым дусе


Не дае спакою.


Эх, як марна прападае


Жыцце маладое!


 


Свеціць лямпа нудным бляскам,


А вакол – ціхутка!


А праз краты не пабачыш


Вокам нічагутка.


 


Хіба бляск убачыш бледны,


Як ліхтар мігае,


Ды за вуглам вецер вольны


Песню заспявае."
У новыя далі,Якуб Колас,1952,https://knihi.com/Jakub_Kolas/U_novyja_dali.html,"Мы ўсходзім на тыя вышыні,


Куды не ступаў чалавек.


За намі шырокі гмах сіні,


Дзе моры шугаюць і плыні


Каналамі злучаных рэк.


 


А ўперадзе новыя далі


І болей шырокі разлог.


Дык пойдзем, таварышы, далей,


Каб людзі на свеце ўсе зналі


          Праўдзівасць савецкіх дарог.


 


Як радасна вокам акінуць


Вялікі, прасторны наш дом!


Гамоняць, гудуць пуцявіны


Адноўленай роднай краіны,


Як музыка працы, як гром.


 


Адзіная воля яднае,


Злучае мільёны дарог –


На славу савецкаму краю,


Дзе ленінскі геній лунае


          І ўзносіцца сцяг перамог.


 


Шумяць неўгамонныя хвалі,


Нясуць нас у новы паход.


На горным шляху-перавале


Стаіць правадыр, мудры Сталін


І партыю кліча – ўпярод!


 


Узважым жа нашыя сілы –


Наперадзе шмат перашкод.


Дае нам арліныя крылы


Наш бацька любімы і мілы, –


        Каб плённым быў творчы ўзлёт.


 


Няхай жа красуе, квітнее


Савецкая наша зямля!


Хай ленінскі засеў буйнее


І яваю стане надзея


Вялікага сэрца Крамля!"
Сірата Юрка,Якуб Колас,1914,https://knihi.com/Jakub_Kolas/Sirata_Jurka.html,"Дзылін! Дзылін! Дзылін!


Млею, млею, млею!


Вясна! Вясна! Вясна!


Ідзі, малы! Ідзі, стары!


Віншуй вясну! Віншуй вясну!"
Пад сталінскім сонцам,Якуб Колас,1938,https://knihi.com/Jakub_Kolas/Pad_stalinskim_soncam.html,"Узыйдзі на гору, браце,


Глянь ва ўсе бакі –


Светла стала ў нашай хаце,


А прастор які!


 


Заірдзелі ў сонцы далі


Пурпурам зары,


І навек папрападалі


Панскія двары.


Зарунелі буйна нівы,


Зацвілі сады,


Поўніць гоман, спеў шчаслівы


Сёлы , гарады.


 


Ходзіць сіла маладая, –


Дол пад ёй дрыжыць.


Не гаруе, не гадае


Чалавек, як жыць.


 


Вольны ўсе яму дарогі,


Толькі йдзі ўпярод, –


Не далі таго і богі,


Што ўзяў сам народ!


 


Паглядзі – гараць вясёлкі,


Сыплюць бляск з Крамля.


А герояў родзіць колькі


Новая зямля!


 


Людзі дружбаю абняты –


Шмат дзівосных змен!


Нам сягоння стаўся братам


Таджык і туркмен.


 


І ідзе гасцінна ў дзверы,


Ў чум, кішлак, аул,


К нам Шаўчэнка, Руставелі,


Пушкін і Джамбул.


 


У яднанні, дружбе, згодзе


Нацый і плямён —


Ўсе мы ў адным паходзе,


Наш адзін закон.


 


У яднанні гэтым – сіла,


Наша моц, святло,


Рух няспынны, быстракрылы,


Ворагу назло.


 


Не пазнаць зямлі сягоння!


Глыб яе і шыр


Сам адзначыў у законе


Мудры правадыр.


Сам ён, геній ясназоры,


Даў ёй ход, размах


І праз нетры, пушчы, моры


Нам праводзіць шлях."
Чую голас,Якуб Колас,1943,https://knihi.com/Jakub_Kolas/Cuju_holas.html,"Студзіць сонца твар гарачы,


Сходзіць з небасхілу,


Аддае святла астачу


Дробным крупкам пылу.


 


Ажылі пылінкі ў сонцы,


Жарам заігралі,


Як вясёлкам, шлях бясконцы


Ім адкрыт у далі.


 


На шырокі дуб-асілак


Сонца бляск садзіцца,


А ў прагалах між галінак


Пыл гарыць, ірдзіцца.


 


Гэта сонца ставіць кросны,


Радасць тчэ змярканню.


Пазіраеш — храм дзівосны:


Дуб, і пыл, і ззянне.


 


Падыходзіш, хочаш зблізку


Бачыць у ім Бога.


Падышоў. А дзе ж калыска


Хараства святога?


 


А яна — унь, на платане


Над другою хатай...


Чую голас: будзь у змане,


Хараства не кратай."
Мужычае жыццё,Якуб Колас,1907,https://knihi.com/Jakub_Kolas/Muzycaje_zyccio.html,"Божа, Божа, твая воля!


(Хоць і можа гэта грэх!)


Што за жыцце, што за доля –


Проста плач бярэ і смех!


 


Чорна ў хаце, непрыбрана,


Парасяты пад палком,


Павуцінаю заткана


Столь і кут над абразом.


 


Дзеці ўстануць пасля ночы –


Крык, хоць вушы затыкай,


Дым з камінка лезе ў вочы,


Дзед сярдуе – ая-яй!


 


А як часам дзе збярэцца


Ў хаце з пару  шчэ жанок,


Сварка тая не звядзецца –


Дзень грызуцца за гаршчок.


 


А ўмяшаюцца мужчыны –


Ну і пойдзе латата!


Паўплятаюцца ў чупрыны,


Рэдка стане барада.


 


Так і век ператаўчэшся,


І няма таго дабра,


Покі жыць ты прыбярэшся –


Паміраць табе пара."
Плытнікі,Якуб Колас,1907,https://knihi.com/Jakub_Kolas/Plytniki.html,"Клунак за плячамі,


Згорбленыя спіны, –


Валіць чарадамі


Люд на сплаў, віціны.


 


Босыя іх ногі,


Твар іх загарэлы,


Вопратка убога,


Чуць прыкрыты целы.


 


Ззаду ледзь ступае,


Хлеб вязе кабыла.


Нокае, гукае


На яе Кірыла...


 


Жарыць-скварыць сонца,


Ліст не скалыхнецца,


Горача бясконца,


Рагамі пот льецца.


 


Срэбрам адлівае,


Як люстэрка, Нёман,


Зранку не сціхае


        Над вадою гоман.


 


Ад крыку-лаянкі


Аж дрыжыць паветра:


– На «барбару», Янка!


– Гартоль бяры, Петра!


 


– Закідай шырыгу!


– Прысам папхні ўліва!


Варушыся! Мігам!


Не спі ў шапку! Жыва!


А заднік без толку


Бусаком махае.


Галаўнік Міколка


Бэсціць яго, лае.


 


Гнецца плыт дугою,


Прэ яго да гаку,


Быстраю вадою


Ломіць, як вужаку.


 


На мель узагнала.


Крык, сярдзіты голас.


Порткі паскідалі,


Ўсе ў вадзе па пояс.


 


Бомы ўсе пабралі:


– Рразам, хлопцы! рразам!


Ну, яшчэ! Што сталі?


Ну, яшчэ наляжам!


 


Вецер загуляе –


Хвойнік, лозы гнуцца.


Плытнік спачывае,


Як сабака ў будцы.


 


Плытнік гнецца ў полі,


Мерзне ён у холад,


Ведае нядолю,


Ведае і голад.


 


Што ж? Бядота гоніць,


Толькі сілы траціш,


Толькі косці ломіць,


Як хваробу схваціш.


 


*


Эх ты, доля, доля!


Голад ты, галота!


Не свая тут воля,


Не свая ахвота."
Нёман,Якуб Колас,1906,https://knihi.com/Jakub_Kolas/Nioman.html,"Льецца Нёман паміж гораў,


Светлы, чысты, як з расы,


Накапаў ён ям і нораў,


Гоніць воду праз лясы.


 


Гой ты, Нёман, наша рэка!


Поіш ты і корміш нас,


Бедну чайку чалавека


Ты з сабой насіў не раз.


 


А вясною на прасторы


Дуб стары сярдзіта гнаў


І насіў ты крыгаў горы,


Луг і поле затапляў;


 


Разліваўся па ракітах


І займаў і лес, і гай...


Даўгавязы плыт за плытам


У далёкі нёс ты край.


 


Колькі раз рыбацкі човен


На грудзях тваіх гуляў!..


Гой ты, Нёман, быстры Нёман,


Колькі дум ты мне нагнаў!


 


Чуў ты смутак горкай долі


Свайго сына-мужыка,


Чуў не раз у чыстым полі


Плач і слёзы бедака.


 


Ў ціхі вечар над табою


Дудка плакала не раз,


І кацілася слязою


Песня ў ранні летні час.


 


А на беразе пад дубам,


Ў ночку цёмную, рыбак


Спаў не раз пад мокрым лубам,


Гнуўся з холаду, бядак.


 


А у буру вецер кветку


Да грудзей тваіх схіляў,


І ў табе касец улетку


Пот крывавы абмываў.


 


Над табою месяц круглы


Ў ясным небе ціха плыў,


І з табой высокі, смуглы


Лес ціхутка гаварыў.


 


Перарэзаў край ты родны


Беларуса-мужыка...


О, наш чысты, наш свабодны


Нёман, быстрая рака!


 


Ты цячэш далёка, знаю,


Ў зямлю Літвы і нямцоў...


Раскажы ж чужому краю


Пра жыццё тваіх сыноў!.."
Над Прутам,Якуб Колас,,https://knihi.com/Jakub_Kolas/Nad_Prutam.html,"Над Прутам дзень заняўся новы,


Рассыпаў іскры зараніцы.


Гараць у іх святыя словы —


Старыя рускія граніцы!


Чырвоны сцяг на іх палае,


То — наша слава, наша свята,


Яго вітае плынь Дуная


І горы сінія Карпатаў.


 


Трасуцца землі Заднястроўя


У громе бітваў нечуваных.


Заплаціць Гітлер сваёй кроўю


За зверства, здзек, за нашы раны."
"Капайце яму, далакопы",Якуб Колас,1941,"https://knihi.com/Jakub_Kolas/Kapajcie_jamu,_dalakopy.html","Зямля ў агні, у горкім дыме,


Разносіць вецер смрод і гар.


Праклята будзь ліхое імя,


Што душыць свет, як сон-кашмар.


 


На мірных пожнях стогнуць нівы,


Шумяць прызыўна каласы.


Мой слых напружаны, чуллівы


Усюды ловіць галасы:


 


«Паўстань, народ, злучы ўсе сілы


Супроць тэўтонскае арды,


Супроць пачвары тупарылай,


Што нішчыць сёлы, гарады!


 


Змятай жалезнаю мятлою


Навалу ката-прусака!


Няхай пад цёмнаю гразою


Не дрогнуць сэрца і рука!


 


Капайце яму, далакопы,


Каб у яе халодны жвір


Упаў навек тыран Еўропы,


Крывавы прывід і вампір!»"
Што мы адчуем,Якуб Колас,1942,https://knihi.com/Jakub_Kolas/Sto_my_adcujem.html,"Выйдзем у поле мы ў нашых прасторах,


Глянем навокал і цяжка ўздыхнём:


Раны глыбокі, не гояцца скора —


Спалена сэрца балесным агнём.


 


Многа без часу палегла сыночкаў,


Многа павяла, бы кветак, дачок.


Дзе іх магілы? Дзе згаслі іх вочкі?


Дзе прытуліў іх жвіровы пясок?


 


Вецер павее ці ўранку ці ўвечар,


Месяц тужлівы зірне з-за аблок.


Думка памкнецца далеча-далеча.


Хто нам адкажа, дзе ён, наш сынок?"
Вобраз пакуты,Якуб Колас,1908,https://knihi.com/Jakub_Kolas/Vobraz_pakuty.html,"Па зямлі і ўдзень і ўночы


Ходзіць асцярожна


Чорным ценем, злою зданню


Страшны падарожны.


 


Балахон яго на латах,


Бледны твар аплёван,


Акрываўлена ўсё цела,


Ланцугамі скован.


 


Ходзіць ён па бедных вёсках,


Па глухіх закутках,


Пакідае за сабою


Гора, слёзы, смутак.


 


І снуецца цень пакуты


І снавацца будзе,


Покі вочы не развяжуць,


Не расчыняць людзі."
Дні ідуць за днямі...,Якуб Колас,1910,https://knihi.com/Jakub_Kolas/Dni_iduc_za_dniami.html,"Дні ідуць за днямі,


Уцякаюць годы,


А за намі следам


Цягнуцца нягоды.


Тчом мы павуцінку


Радасці і шчасця.


А павее вецер


Холадам нянасця,


 


І парвуцца ткані,


Разляцяцца прахам,


І прад невядомым


Зноў стаіш са страхам.


 


  *


Знаць, ужо спрадвеку


Доля нам такая:


Ліха знойдзе ўсюды,


Шчасце ж уцякае."
Увосень,Якуб Колас,1914,https://knihi.com/Jakub_Kolas/Uvosien_darozka.html,"З узгорка ў лагчынку дарожка збягае.


Дубы наабапал стаяць.


А хвалі крынічныя — хто іх там знае —


Аб чымся, знаць, важным шумяць.


 


І хвоі-суседкі, і смутныя ёлкі,


Бы ўдовы, стаўпіліся тут:


Даведацца хочуць і травы, і зёлкі


Навін, што прыйшлі ў гэты кут.


 


І ўсе неспакойны, і ўсе засмучоны,


        Бы нечага боязна ўсім,


А вецер-задзіра гудзе, як шалёны,


І вые над лесам пустым.


 


Хвалююцца дрэвы, а красачкі ў скрусе


Зямлі адбіваюць паклон.


«Не бойцеся,— з неба гукаюць ім гусі, —


Не вечны зімовы палон...»


 


З узгорка ў лагчыну шыбуе дарога,


        Стаяць наабапал дубы.


Між дрэваў і красак пануе трывога,


        І цені снуюцца журбы."
Янку Купалу,Якуб Колас,1935,https://knihi.com/Jakub_Kolas/Janku_Kupalu_junak.html,"Узышоў юнак калісьці


На пагорак роднай вёскі.


Калыхаўся сум у лісці,


Млелі песень адгалоскі.


А ў разлогах далеч сініх


Летуцення ніклі межы,


Слаўся смутак па даліне


Ды туманам лес мярэжыў.


 


Крыж пануры, знак пакуты,


Вартаваў дарогі, гоні,


А мужык, худы, разуты,


Рукі з гора клаў на скроні.


 


Убіраў юнак у сэрца


Зʼяў тых сумныя акорды,


Каб у вочы крыважэрцам


Кінуць слова гневу цвёрда.


 


Клікаў ён народ свой к волі,


Сеяў зерні поўнай жменяй,


Каб дабра яму даць болей,


А каб крыўды стала меней.


 


І складаў ён песні-былі


Для раздумʼя і для ўцехі


Тым,  каго здавён тулілі


У хібарках цёмных стрэхі.


 


Падымаў ён песняй ролі,


Будзіў песняй сон зацяты;


Іх спяваў пастух у полі,


Маладзіцы і дзяўчаты.


 


Шмат пуцін схадзіў ён з песняй,


Звонкай, яркай, як дзень ясны,


Ды ў імгле было прадвесне,


Цьмяны шлях быў яму ўласны.


 


Толькі бура-навальніца,


Гімн, што Леніным быў спеты,


Ясназорай бліскавіцай


Асвяціла зрок паэта.


 


Трон упаў. У прах тыраны


Тою бурай былі змяты.


Новы дзень, усход румяны


Гэтым гімнам быў зачаты.


Дык складай жа, пясняр, далей


Песні сонечным краінам,


Вольным людзям грознай сталі,


Іх узлётам сакаліным.


 


Дзень наш сённяшні — прасторы,


Зорны шлях прыгожай былі,


Тая казка, аб каторай


Людзі толькі цьмяна снілі.


 


Ідуць шляхам тым героі,


Каб здабыць працоўным славу,


І свет цалкам перакроіць,


І зрабіць камуны справу."
На захадзе сонца,Якуб Колас,1943,https://knihi.com/Jakub_Kolas/Na_zachadzie_sonca.html,"Схіляецца дзень к надвячорку,


Ў зняменні стаяць тапалі


І слухаюць песню-гаворку


Арыкаў ташкенцкай зямлі.


 


А колькі іх тут — і не злічыш,


І мера не мерана ім:


Двор кожны і кут маляўнічы


Ім рады, як дзецям сваім.


 


Скрозь сетку лісцянай адзежы


Паказвае сонца свой твар,


А я пазіраю на межы,


Дзе захаду грае пажар.


 


У спёртым паветры заслонай


Звісае над горадам пыл,


А захад — празрыста-чырвоны,


Не жывіць ён хмар — няма сіл.


 


Сухое узбекскае неба


Скупое на дождж і на гром,


І цешыцца марна не трэба,


Што новы дзень прыйдзе з дажджом,


 


Што громы душу мне ўзвяселяць


І ўзрадуюць хмары мой зрок:


У чыстай прахладнай купелі


Не ўмыецца заўтра дзянёк.


 


І я ў засмучэнні і ў болю


Гадаю аб краі сваім,


І шмат бы сказаў, ды даволі:


Мне смутак есць вочы, як дым."
Жураўліны вырай,Якуб Колас,1942,https://knihi.com/Jakub_Kolas/Zurauliny_vyraj.html,"Крылаты вандроўнік, стары журавель,


Сяброў у дарогу таропіць, —


Пад холадам моўкнуць прасторы зямель


І стынуць утульныя топі.


 


З патайных зацішкаў, з бязлюдных балот


Злятаюцца вольныя птахі.


На поўдзень, у вырай, імкне іх палёт


Пад ясным бяскроквавым дахам.


 


Звісае над імі бяздонны абшар,


        Дзе свецяцца вечныя зоры,


Пад імі гуляе, бушуе пажар,


У цемры свідруе пячоры.


 


У бляску крывавым руіны тырчаць,


Як чорныя цені-манахі.


Крылатыя госці пужліва крычаць,


Трывожацца вольныя птахі.


— Эй, чуеш? Спыніся, спыніся, стары!


Ці тою вядзеш ты дарогай?


Глядзі — агнявыя там круцяць віры,


        Іскрыстым падняўшыся стогам.


 


Ніколі на нашай дарозе раней


Такой не бывала праявы,


І ночы, глянь, сталі цямней і страшней,


Патоптаны нівы і травы.


 


Жахаюць зарніцы агнёў на зямлі,


І сыплюцца дрэвы пад громам,


Без голек, як трупы, маячаць камлі, —


Спыніся, бо край невядомы.


 


— Не бойцеся, птахі! Наперад за мной! —


        Стары журавель ім гукае:


— Вяду вас пуцінаю вернай адной,


Што Млечны мне Шлях асвятляе.


 


Не мы, гэта людзі з дарогі сышлі,


Не мы, а яны заблудзілі.


Разбойніку цесна заўжды на зямлі —


Старыя спрадвечныя былі.


 


Наперад, наперад у вырай, за мной,


Ды крыллі ямчэй разгарнеце!


Свой кут прывітаем мы новай вясной —


        Для вольных і воля на свеце.


 


І далей на поўдзень ляцяць жураўлі,


Над імі калышуцца зоры,


Пад імі — пажары, пакуты зямлі


І гора, вялікае гора."
